sample_id,speaker,sample_number,audio_path,blendshape_path,phoneme_path,word_alignment_path,text,duration_sec,n_frames,fps,split_type,split,mapped_transcript_number
spk03_011,spk03,11,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_011.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_011.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_011.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_011.txt,"Pošto idealizujete ne samo partnera već i druge ljude, razočarenje je neminovno.",7.700997732426304,461,60,natural,train,
spk03_012,spk03,12,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_012.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_012.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_012.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_012.txt,Dovoljno si mlad da tako govoriš.,4.4583219954648525,267,60,natural,val,
spk03_013,spk03,13,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_013.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_013.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_013.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_013.txt,Molio bih vas da uzmete žutu hartiju.,4.4583219954648525,267,60,natural,train,
spk03_014,spk03,14,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_014.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_014.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_014.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_014.txt,Džem od šljiva će podstaći svačiju probavu.,5.226326530612245,312,60,natural,train,
spk03_015,spk03,15,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_015.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_015.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_015.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_015.txt,Ta hemijska olovka je crvena ali ne piše dobro.,6.1649886621315195,369,60,natural,val,
spk03_016,spk03,16,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_016.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_016.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_016.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_016.txt,Bilo je vreme da se vrati na koledž.,5.012993197278911,299,60,natural,train,
spk03_017,spk03,17,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_017.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_017.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_017.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_017.txt,Snimamo govornu bazu koja će poslužiti za obuku prepoznavača govora.,7.956984126984127,477,60,natural,train,
spk03_018,spk03,18,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_018.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_018.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_018.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_018.txt,Istraživanje je obavljeno na slučajnom stratifikovanom uzorku.,6.079659863945579,363,60,natural,train,
spk03_019,spk03,19,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_019.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_019.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_019.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_019.txt,Nisam bila slobodna da odem u pozorište.,5.631655328798186,337,60,natural,train,
spk03_020,spk03,20,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_020.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_020.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_020.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_020.txt,Sviđa mi se šareni džemper.,3.860997732426304,230,60,natural,train,
spk03_021,spk03,21,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_021.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_021.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_021.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_021.txt,Često je slušala Džonatana.,4.031655328798186,241,60,natural,train,
spk03_022,spk03,22,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_022.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_022.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_022.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_022.txt,Na vrhu stenovitog dela nalazio se odbor za doček.,6.868979591836735,410,60,natural,train,
spk03_023,spk03,23,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_023.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_023.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_023.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_023.txt,Žuća je hteo da krene kući po svaku cenu.,6.079659863945579,363,60,natural,train,
spk03_024,spk03,24,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_024.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_024.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_024.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_024.txt,Postoji samo jedan način da se čovek odupre zlu.,7.1676643990929705,428,60,natural,train,
spk03_025,spk03,25,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_025.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_025.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_025.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_025.txt,U tom pogledu išlo im je prilično slabo.,6.122312925170068,365,60,natural,train,
spk03_026,spk03,26,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_026.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_026.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_026.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_026.txt,"Večeras je sve teklo bez greške, za razliku od prekjuče.",7.103650793650794,424,60,natural,train,
spk03_027,spk03,27,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_027.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_027.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_027.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_027.txt,Glas bi mu prepoznala u svako doba.,5.396984126984127,322,60,natural,val,
spk03_028,spk03,28,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_028.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_028.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_028.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_028.txt,Mogli su praviti zalihe robe koju će poneti.,6.228979591836735,371,60,natural,train,
spk03_029,spk03,29,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_029.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_029.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_029.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_029.txt,"Eto, svemu jednom ipak dođe kraj.",5.716984126984127,341,60,natural,train,
spk03_030,spk03,30,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_030.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_030.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_030.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_030.txt,Saobraćaj je i u normalnim okolnostima izuzetno gust.,6.527664399092971,390,60,natural,train,
spk03_031,spk03,31,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_031.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_031.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_031.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_031.txt,Ovdašnje potrošačko tržište zahteva kvalitetnu robu.,5.674331065759637,340,60,natural,train,
spk03_032,spk03,32,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_032.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_032.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_032.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_032.txt,Tamo ima i ušuškanih kafea i boemskih barova.,7.0396598639455785,421,60,natural,train,
spk03_033,spk03,33,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_033.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_033.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_033.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_033.txt,"Ostvarujete uspešnu komunikaciju sa inostranstvom, ali ne i sa suprotnim polom.",8.383650793650794,501,60,natural,train,
spk03_034,spk03,34,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_034.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_034.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_034.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_034.txt,Od trenutne situacije očekujete više nego što to stvarnost pokazuje.,7.2529931972789115,433,60,natural,train,
spk03_035,spk03,35,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_035.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_035.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_035.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_035.txt,Do njega treba doći otvorenim političkim dijalogom između Podgorice i Beograda.,7.508979591836734,449,60,natural,train,
spk03_036,spk03,36,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_036.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_036.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_036.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_036.txt,Poslanici u republičkim skupštinama biraju se po proporcionalnom principu.,8.17031746031746,489,60,natural,train,
spk03_037,spk03,37,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_037.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_037.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_037.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_037.txt,Ovo se možda već izmenilo.,4.5436507936507935,272,60,natural,train,
spk03_038,spk03,38,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_038.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_038.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_038.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_038.txt,Životna borba sastoji se od naizmeničnog laveža i režanja.,7.380997732426303,441,60,natural,train,
spk03_039,spk03,39,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_039.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_039.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_039.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_039.txt,"Eh, kada bih mogao da sve počnem iznova.",6.079659863945579,362,60,natural,train,
spk03_040,spk03,40,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_040.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_040.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_040.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_040.txt,Muškarci u proseku imaju veći mozak i dugovečnije neurone od žena.,8.53299319727891,511,60,natural,train,
spk03_041,spk03,41,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_041.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk03_blendshapes\renamed_spk03\spk03_041.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk03_041.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk03_041.txt,Uputila mi je pogled koji nije bio daleko od likujućeg osmeha.,7.487664399092971,449,60,natural,train,
